sugar to flour ratio,sugar index,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,butter melted or cubed
0.41,2.2,24.0,108.0,0.9940000000000001,7.85,0.45,9.5,7,16.6,1.02,0,0,1,0,0
0.4,5.7,56.0,152.0,0.99398,8.16,0.88,10.5,8,12.0,1.55,0,0,1,0,0
0.16,1.4,44.0,99.0,0.9891200000000001,8.23,0.37,12.2,8,11.6,1.31,0,0,1,0,0
0.29,1.2,69.0,152.0,0.9917799999999999,8.76,0.63,11.0,9,10.8,1.39,0,0,1,0,0
0.17,2.3,11.0,73.0,0.9963,8.2,0.45,9.3,5,16.4,1.75,0,1,1,1,1
0.38,2.3,19.0,72.0,0.9954299999999999,8.39,0.72,11.8,6,17.6,1.41,1,0,0,0,1
0.33,14.6,47.0,168.0,0.9994,8.34,0.67,8.8,8,14.0,1.87,0,0,1,0,0
0.28,10.4,57.0,205.0,0.9974799999999999,8.24,0.45,9.3,7,15.2,1.4,0,1,1,0,0
0.27,15.5,25.0,135.0,0.9984,7.9,0.43,8.7,9,14.8,1.71,0,0,1,1,0
0.74,1.6,21.0,126.0,0.9933,8.26,0.45,10.2,8,15.0,1.58,0,0,1,1,0
0.66,10.8,77.0,194.0,0.9976,8.05,0.46,8.7,7,14.8,1.06,0,1,1,0,0
0.66,2.4,3.0,8.0,0.9964200000000001,8.2,0.53,11.9,6,22.6,1.74,1,0,0,0,1
0.24,9.8,59.0,140.0,0.99545,8.17,0.39,10.2,8,11.2,1.83,0,0,1,0,0
0.28,1.8,43.0,188.0,0.9928,8.13,0.37,9.6,8,13.0,1.16,1,0,0,0,0
0.34,1.9,4.0,117.0,0.9903200000000001,8.4,0.44,12.2,7,12.4,1.05,0,0,1,0,0
0.46,10.2,58.0,135.0,0.9968,8.14,0.43,9.9,8,15.2,1.49,0,0,1,1,0
0.53,1.7,41.0,192.0,0.9922,8.26,0.59,10.4,9,13.0,1.94,0,0,1,0,0
0.35,1.6,43.0,154.0,0.9934,8.36,0.69,11.1,8,15.2,1.44,0,0,1,1,0
0.52,1.8,17.0,44.0,0.99734,8.28,0.77,11.5,6,21.8,1.58,1,0,0,0,1
0.49,13.6,58.0,166.0,0.99855,8.1,0.54,9.4,7,16.4,1.86,1,0,0,0,0
0.44,15.8,39.0,167.0,0.9980399999999999,8.14,0.51,9.2,7,12.4,1.16,0,0,1,0,0
0.34,1.3,34.0,176.0,0.99434,8.1,0.51,9.5,7,15.2,1.62,0,0,1,0,0
0.21,6.0,26.0,134.0,0.9939,8.08,0.54,9.8,8,12.0,1.06,0,0,1,1,0
0.28,12.2,54.0,133.0,0.9952,8.19,0.37,10.7,8,12.4,1.06,0,0,1,0,0
0.12,4.5,23.0,86.0,0.99398,7.86,0.35,9.0,7,14.0,1.28,0,1,1,0,0
0.55,2.1,5.0,14.0,0.9971,8.26,0.79,10.6,5,19.8,1.12,1,0,0,0,1
0.31,2.1,13.0,74.0,0.9958,8.26,0.54,9.9,6,15.2,1.13,0,1,1,0,1
0.33,1.2,29.0,122.0,0.9904799999999999,8.37,0.66,11.3,8,10.8,1.92,0,0,1,0,0
0.13,2.4,14.0,28.0,0.9936200000000001,8.62,0.67,12.4,6,11.8,1.49,1,0,0,0,1
0.26,2.5,7.0,31.0,0.9976,8.27,0.6,9.3,6,17.4,1.13,1,1,0,0,1
0.44,1.4,21.0,98.0,0.9924,8.15,0.46,10.0,9,14.6,1.76,0,0,1,0,0
0.33,1.0,46.0,110.0,0.99118,8.04,0.65,10.8,8,14.0,1.49,0,0,1,0,0
0.35,1.8,26.0,105.0,0.98962,8.19,0.75,12.4,9,13.2,1.83,0,0,1,1,0
0.28,12.0,68.0,143.0,0.9983,7.99,0.3,9.2,8,15.2,1.16,0,0,1,0,0
0.28,4.4,19.0,78.0,0.99036,8.11,0.62,12.9,8,13.2,1.46,0,1,1,1,0
0.22,4.8,49.0,142.0,0.9946,8.14,0.62,9.2,7,13.0,1.41,0,1,1,0,0
0.32,16.2,31.0,170.0,0.99644,8.17,0.37,11.2,7,14.2,1.16,0,0,1,0,0
0.34,12.85,30.0,161.0,0.9986,8.44,0.47,9.5,8,13.4,1.6,0,0,1,0,0
0.26,3.3,40.0,153.0,0.9911,8.34,0.55,11.3,8,11.6,1.26,1,0,0,0,0
0.28,7.2,41.0,132.0,0.9935,8.08,0.59,11.3,8,14.4,1.78,0,0,1,0,0
0.28,7.5,70.0,230.0,0.9955799999999999,8.14,0.55,9.8,8,16.2,1.86,1,0,0,0,0
0.54,12.9,62.0,162.5,0.9984,8.06,0.45,9.1,8,14.6,1.36,0,0,1,0,0
0.13,2.3,29.0,40.0,0.99574,8.42,0.75,11.0,6,12.6,1.19,1,1,0,0,1
0.54,2.1,3.0,9.0,0.9971899999999999,8.33,0.57,10.3,4,14.4,1.53,1,1,0,0,1
0.17,1.8,27.0,51.0,0.99634,8.49,0.64,10.4,5,14.2,1.98,0,1,1,0,1
0.31,6.7,29.0,132.0,0.9945,8.1,0.32,10.6,9,16.8,1.08,0,0,1,1,0
0.42,8.2,60.0,196.0,0.9956200000000001,8.14,0.48,9.4,7,13.2,1.76,0,0,1,0,0
0.33,1.8,48.0,136.0,0.9899,8.25,0.41,12.6,9,13.8,1.1,0,0,1,0,0
0.1,2.1,4.0,11.0,0.9944799999999999,8.44,0.76,10.8,6,12.4,1.25,1,1,0,0,1
0.47,5.45,44.0,137.0,0.9898399999999999,8.13,0.32,13.0,10,13.0,1.69,0,1,1,0,0
0.22,7.9,45.0,149.0,0.99545,8.23,0.52,9.3,7,12.4,1.77,0,0,1,0,0
0.32,1.1,74.0,184.0,0.9909600000000001,8.22,0.41,11.0,8,12.4,1.32,0,0,1,1,0
0.38,3.2,20.0,89.0,0.98956,8.06,0.33,12.0,9,12.4,1.23,1,0,0,0,0
0.35,1.3,21.0,182.0,0.9927,8.25,0.62,10.8,8,13.8,1.84,0,0,1,1,0
0.39,7.6,45.0,215.0,0.9965,8.11,0.53,9.2,8,15.2,1.5,1,0,0,0,0
0.15,2.1,22.0,53.0,0.9957,8.32,0.62,9.3,5,13.2,1.61,0,1,1,0,1
0.32,15.6,62.0,227.0,0.99734,8.25,0.56,10.4,7,13.2,1.21,1,0,0,0,0
0.3,1.1,20.0,57.0,0.9910899999999999,8.02,0.51,11.0,8,16.6,1.28,0,0,1,1,0
0.4,1.3,22.0,101.0,0.9901,8.03,0.39,11.4,8,13.8,1.4,0,0,1,0,0
0.31,2.8,19.0,98.0,0.99815,8.32,0.63,9.5,6,18.0,1.93,0,1,1,0,1
0.49,1.1,28.0,99.0,0.9928,8.2,0.72,10.6,8,14.6,1.4,0,0,1,1,0
0.48,12.6,57.0,222.0,0.9979,8.17,0.52,9.3,8,12.6,1.99,0,1,1,1,0
0.29,9.9,40.0,146.0,0.99326,8.11,0.37,11.5,8,13.6,1.26,1,0,0,0,0
0.4,14.0,64.0,227.0,0.9979,8.18,0.58,9.6,8,13.8,1.15,0,0,1,0,0
0.35,1.5,37.0,107.0,0.99006,8.18,0.68,12.0,9,13.2,1.92,0,0,1,1,0
0.33,1.1,14.0,64.0,0.9901200000000001,8.1,0.37,11.8,9,14.6,1.26,0,0,1,1,0
0.36,1.6,7.0,46.0,0.99175,8.21,0.6,10.9,8,13.6,1.39,0,0,1,0,0
0.32,8.5,36.0,152.0,0.9932,8.38,0.35,12.0,9,13.8,1.75,1,0,0,0,0
0.56,1.7,49.0,106.0,0.99354,8.1,0.37,9.2,8,12.8,1.39,0,0,1,0,0
0.0,1.9,6.0,12.0,0.99521,8.36,0.59,11.0,5,15.2,1.94,0,1,0,1,1
0.22,7.9,45.0,149.0,0.99545,8.23,0.52,9.3,7,12.4,1.28,0,0,1,0,0
0.38,14.8,32.0,126.0,1.0002,8.22,0.5,9.7,7,16.6,1.91,0,0,1,0,0
0.36,1.9,53.0,77.0,0.9960399999999999,8.47,0.87,11.0,7,17.2,1.73,0,0,1,0,1
0.4,2.3,18.0,102.0,0.9923,8.49,0.42,11.4,9,13.6,1.1,0,0,1,1,0
0.28,9.4,29.0,183.0,0.9959399999999999,8.17,0.43,9.4,7,13.8,1.25,0,1,1,0,0
0.23,3.4,14.0,104.0,0.9976,8.28,0.62,9.4,5,16.4,1.31,1,1,0,0,1
0.31,19.25,38.0,167.0,0.99954,7.93,0.52,9.1,9,13.8,1.64,0,0,1,1,0
0.42,1.8,30.0,93.0,0.9917,8.09,0.39,11.4,7,16.4,1.58,0,0,1,0,0
0.42,18.05,35.0,144.0,0.9999,8.22,0.42,8.8,7,14.0,1.31,0,0,1,0,0
0.13,1.3,45.0,156.0,0.9918399999999999,8.26,0.38,10.7,7,11.0,1.14,1,0,0,0,0
0.34,7.7,63.0,212.0,0.99526,8.22,0.48,9.7,8,13.2,1.34,1,0,0,0,0
0.26,8.15,14.0,88.0,0.99031,8.06,0.27,13.0,9,12.2,1.23,1,0,0,0,0
0.29,8.9,24.0,90.0,0.99556,8.29,0.46,9.8,8,14.0,1.99,0,0,1,0,0
0.32,2.2,32.0,79.0,0.9964,8.3,0.72,11.0,6,16.8,1.95,1,0,0,0,1
0.16,4.2,37.0,100.0,0.9905,8.3,0.36,11.8,10,10.6,1.52,1,0,0,0,0
0.45,10.4,22.0,184.0,0.99711,8.31,0.56,9.8,8,12.4,1.1,1,0,0,0,0
0.3,1.9,14.0,153.0,0.9928,8.29,0.62,10.5,8,13.2,1.17,0,0,1,0,0
0.28,7.5,70.0,230.0,0.9955799999999999,8.14,0.55,9.8,8,16.2,1.27,1,0,0,0,0
0.22,16.65,39.0,110.0,0.99855,8.24,0.48,9.0,8,11.4,1.61,0,0,1,0,0
0.26,4.5,17.0,126.0,0.9943,8.24,0.46,9.1,7,12.0,1.72,1,1,0,0,0
0.15,4.6,25.0,78.0,0.9931,8.11,0.38,10.2,8,13.2,1.97,1,0,0,0,0
0.28,2.5,22.0,98.0,0.99072,8.16,0.37,11.1,9,12.2,1.52,0,0,1,1,0
0.39,1.5,26.0,106.0,0.99166,8.18,0.47,11.1,8,14.4,1.85,0,0,1,0,0
0.31,12.4,52.0,181.0,0.9984,8.51,0.47,9.8,8,13.2,1.85,0,0,1,0,0
0.31,1.1,49.0,123.0,0.9914,7.99,0.45,11.1,8,16.2,1.88,1,0,0,0,0
0.36,11.0,53.0,247.0,0.9984,8.44,0.55,9.3,8,13.0,1.02,1,0,0,0,0
0.36,1.5,14.0,122.0,0.9941,8.2,0.39,10.3,6,16.0,1.54,0,0,1,1,0
0.21,2.4,24.0,69.0,0.99556,8.4,0.53,10.1,6,14.0,1.44,1,0,0,0,1
0.3,0.8,33.0,144.0,0.9936,8.42,0.39,9.1,8,13.0,1.28,0,0,1,1,0
0.42,15.1,28.0,124.0,0.99684,7.87,0.47,9.5,7,12.2,1.77,0,0,1,1,0
0.32,1.6,41.0,102.0,0.98916,8.41,0.55,12.7,9,11.8,1.77,1,0,0,0,0
0.33,3.95,16.0,81.0,0.98988,8.23,0.53,13.4,9,13.6,1.1,0,1,1,0,0
0.31,2.7,11.0,100.0,0.98964,8.46,0.4,13.2,9,11.2,1.12,0,0,1,1,0
0.52,3.0,63.0,186.0,0.9948100000000001,8.18,0.44,9.6,7,12.6,1.35,1,0,0,0,0
0.3,3.4,7.0,34.0,0.9978799999999999,8.36,0.61,10.5,5,16.6,1.81,0,1,1,0,1
0.17,1.8,27.0,51.0,0.99634,8.49,0.64,10.4,5,14.2,1.12,0,1,1,0,1
0.41,5.0,50.0,188.0,0.99318,8.23,0.64,10.8,8,12.4,1.38,0,0,1,0,0
0.21,9.5,33.0,172.0,0.9971,8.0,0.55,9.1,8,14.4,1.39,0,1,1,1,0
0.49,14.0,37.0,156.0,0.9958,8.14,0.38,11.8,9,15.2,1.62,1,1,0,0,0
0.24,2.0,28.0,48.0,0.9957600000000001,8.43,0.54,10.0,4,14.6,1.09,1,0,0,0,1
0.61,12.0,64.0,179.0,0.9982,8.07,0.46,8.9,7,15.4,1.9,0,0,1,0,0
0.34,2.1,12.0,136.0,0.9922,8.25,0.46,11.6,9,14.0,1.14,0,0,1,0,0
0.33,9.7,46.0,172.0,0.9966,8.08,0.4,10.2,7,17.6,1.17,1,0,0,0,0
0.22,4.0,17.0,98.0,0.99018,8.25,0.53,13.0,9,13.2,1.5,1,0,0,0,0
0.27,5.2,14.0,169.0,0.9925200000000001,8.27,0.57,11.6,8,13.6,1.74,1,0,0,0,0
0.33,2.5,34.0,102.0,0.9941399999999999,8.27,0.78,12.8,6,14.4,1.05,0,1,1,1,1
0.4,2.6,10.0,26.0,0.9984,8.34,0.75,10.2,6,18.6,1.24,1,0,0,0,1
0.7,13.1,29.0,197.0,0.998,8.06,0.64,9.7,7,16.8,1.67,0,1,1,0,0
0.28,3.0,33.0,99.0,0.9924,8.16,0.4,10.8,8,13.8,1.75,0,0,1,1,0
0.56,8.2,37.0,181.0,0.998,7.87,0.68,9.5,8,21.4,1.0,0,0,1,0,0
0.42,1.1,63.0,146.0,0.99066,8.13,0.72,11.2,9,12.6,1.77,0,0,1,1,0
0.07,1.5,55.0,144.0,0.99208,8.16,0.42,10.0,7,13.2,1.46,1,0,0,0,0
0.3,10.0,49.0,212.0,0.9962,8.74,0.55,11.9,8,12.6,1.68,1,0,0,0,0
0.3,1.3,7.0,49.0,0.9924200000000001,7.99,0.73,10.3,7,16.2,1.09,0,0,1,0,0
0.41,1.1,35.0,150.0,0.9916799999999999,8.09,0.47,11.2,7,16.0,1.81,0,0,1,0,0
0.25,1.2,36.0,111.0,0.98918,8.16,0.37,12.4,8,13.2,1.96,0,0,1,0,0
0.28,1.9,11.0,40.0,0.9978,8.39,0.61,10.0,6,16.6,1.31,1,1,0,0,1
0.0,4.3,51.0,77.5,0.9955799999999999,8.2,0.45,9.5,5,13.2,1.15,0,1,1,1,1
0.26,3.6,18.0,115.0,0.9904,8.42,0.5,12.6,8,11.2,1.66,0,0,1,0,0
0.34,4.0,40.0,99.0,0.9896,8.39,0.39,12.8,9,11.6,1.26,0,0,1,0,0
0.27,1.9,40.0,170.0,0.9938,8.64,0.54,10.0,9,12.0,1.52,0,0,1,0,0
0.28,0.9,49.0,87.0,0.9906200000000001,7.92,0.36,11.1,8,16.2,1.59,0,0,1,0,0
0.49,9.3,52.0,163.0,0.9952,8.02,0.33,10.6,8,16.4,1.54,0,0,1,0,0
0.49,13.3,53.0,243.0,0.9982,8.14,0.48,8.5,8,12.8,1.07,1,0,0,0,0
0.29,2.3,5.0,14.0,0.9950200000000001,8.32,0.62,11.5,6,15.2,1.82,1,1,0,0,1
0.28,2.2,24.0,125.0,0.9917,8.19,0.48,10.5,8,12.4,1.63,0,0,1,0,0
0.36,5.1,46.0,145.0,0.9897,8.14,0.31,12.4,9,10.4,1.63,1,0,0,0,0
0.33,1.0,33.0,93.0,0.9909399999999999,8.06,0.68,11.2,8,15.2,1.68,0,0,1,1,0
0.32,7.1,17.0,117.0,0.9962,8.32,0.41,10.4,6,14.8,1.04,0,1,1,0,0
0.24,3.4,16.0,112.0,0.9976,8.27,0.61,9.4,5,16.6,1.11,1,1,0,0,1
0.34,7.5,39.0,124.0,0.9912299999999999,7.99,0.32,12.4,10,13.4,1.9,1,0,0,0,0
0.29,11.9,51.0,149.0,0.99544,8.02,0.58,10.4,8,13.6,1.34,0,0,1,0,0
0.49,1.3,8.0,97.0,0.9918,8.06,0.62,11.1,7,15.0,1.56,0,0,1,0,0
0.27,11.0,45.0,148.0,0.9978600000000001,8.14,0.46,8.7,7,12.8,1.25,0,0,1,0,0
0.29,1.1,34.0,84.0,0.9902,8.04,0.39,11.45,8,15.0,1.59,0,0,1,0,0
0.1,1.5,27.0,55.0,0.99655,8.39,0.51,9.3,5,15.2,1.21,0,1,1,1,1
0.3,2.4,30.0,83.0,0.98867,8.09,0.36,12.8,9,13.4,1.88,1,0,0,0,0
0.3,9.6,50.0,185.0,0.9978,8.39,0.38,9.6,8,13.8,1.95,0,0,1,1,0
0.23,7.3,31.0,157.0,0.9962,8.25,0.53,9.1,7,12.8,1.17,0,0,1,0,0
0.3,1.6,36.0,139.0,0.99534,8.11,0.49,9.3,7,18.8,1.92,0,0,1,0,0
0.25,12.0,48.0,224.0,0.9981,8.23,0.41,9.0,8,11.8,1.76,0,0,1,0,0
0.39,2.1,30.0,124.0,0.9908,8.28,0.43,12.2,10,14.2,1.04,0,0,1,0,0
0.49,15.55,50.0,134.0,0.9998,8.42,0.36,9.1,9,14.6,1.36,0,0,1,1,0
0.42,1.2,24.0,126.0,0.99234,8.09,0.87,10.9,8,13.6,1.84,0,0,1,0,0
0.43,10.9,53.0,154.0,0.9975200000000001,8.52,0.77,10.4,8,13.2,1.63,0,0,1,1,0
0.09,1.6,18.0,68.0,0.9906,8.33,0.51,11.4,9,11.0,1.55,0,1,1,0,0
0.28,12.8,29.0,132.0,0.99426,8.31,0.57,11.8,9,11.8,1.39,0,0,1,0,0
0.34,5.7,32.0,83.0,0.9928,8.19,0.46,11.5,8,14.0,1.15,0,0,1,0,0
0.61,11.8,66.0,188.0,0.9979399999999999,8.0,0.54,9.3,7,15.4,1.73,1,0,0,0,0
0.4,9.85,41.0,103.0,0.9953200000000001,7.98,0.56,10.5,8,13.6,1.34,0,0,1,1,0
0.56,15.4,32.0,141.0,0.9981,8.11,0.49,9.3,7,13.2,1.02,0,0,1,0,0
0.0,2.5,22.0,37.0,0.9966,8.46,0.57,10.6,6,13.8,1.36,0,1,1,1,1
0.49,11.4,57.0,137.0,0.9973200000000001,8.08,0.54,8.9,8,13.2,1.87,0,0,1,0,0
0.3,2.1,17.0,138.0,0.995,8.22,0.71,10.8,6,16.4,1.23,0,1,1,1,0
0.36,2.05,31.0,100.0,0.992,8.19,0.44,10.8,8,14.8,1.56,0,0,1,0,0
0.0,1.6,36.0,87.0,0.9914,8.27,0.67,10.8,8,12.2,1.98,0,1,1,0,0
0.34,5.6,30.0,140.0,0.9929899999999999,8.22,0.38,11.0,7,13.2,1.7,0,0,1,0,0
0.28,9.0,22.0,121.0,0.9946799999999999,8.1,0.55,10.8,7,14.8,1.14,0,0,1,0,0
0.36,1.8,16.0,84.0,0.9936,8.15,0.45,9.8,9,16.0,1.12,0,0,1,1,0
0.21,1.6,35.0,133.0,0.99466,8.38,0.46,10.0,8,14.6,1.34,0,0,1,0,0
0.0,1.2,16.0,46.0,0.9925799999999999,9.01,0.59,12.5,6,10.8,1.32,0,1,0,1,1
0.34,7.4,36.0,174.0,0.9963,8.46,0.62,11.1,9,13.8,1.46,1,0,0,0,0
0.29,1.4,34.0,101.0,0.99384,8.54,0.6,10.5,9,14.8,1.5,0,0,1,1,0
0.38,7.9,54.0,0.0,0.99572,8.17,0.46,9.1,7,12.4,1.9,0,0,1,0,0
0.35,16.5,60.0,171.0,0.9990000000000001,8.16,0.59,9.1,8,14.2,1.64,0,0,1,0,0
0.33,2.5,31.0,85.0,0.9901399999999999,8.13,0.5,11.3,9,12.0,1.23,0,0,1,0,0
0.2,2.4,27.0,117.0,0.9888600000000001,8.56,0.45,13.0,9,10.4,1.85,1,0,0,0,0
0.4,1.1,9.0,60.0,0.9915,7.89,0.5,10.6,7,15.4,1.67,0,0,1,0,0
0.5,4.3,29.0,80.0,0.9902,8.49,0.66,13.6,6,10.0,1.98,0,1,1,0,1
0.27,1.6,17.0,140.0,0.9913799999999999,8.23,0.35,11.1,8,11.6,1.32,0,0,1,0,0
0.27,11.75,34.0,118.0,0.9954,8.07,0.5,9.4,8,9.8,1.75,0,0,1,0,0
0.33,1.0,23.0,75.0,0.9908,8.3,0.39,11.4,9,13.0,1.51,0,0,1,1,0
0.62,10.8,70.0,189.0,0.9976,8.08,0.49,8.6,6,14.4,1.35,0,1,1,0,0
0.29,13.7,53.0,134.0,0.99567,8.17,0.38,10.6,8,12.6,1.11,0,0,1,0,0
0.47,2.2,9.0,23.0,0.9963799999999999,8.23,0.76,12.0,6,21.0,1.2,1,0,0,0,1
0.49,3.8,46.0,139.0,0.99116,8.04,0.38,11.6,8,15.4,1.23,0,0,1,0,0
0.18,1.5,20.0,111.0,0.9922799999999999,8.41,0.5,10.0,7,12.4,1.79,0,0,1,0,0
0.14,3.9,27.0,73.0,0.99669,8.32,0.48,9.2,5,12.8,1.78,1,1,0,0,1
0.0,2.35,21.0,47.0,0.9963200000000001,8.29,0.45,9.4,5,14.2,1.2,0,1,0,1,1
0.04,1.5,19.0,49.0,0.9958,8.35,0.78,9.5,5,13.8,1.29,1,1,0,0,1
0.49,11.7,40.0,131.0,0.9958,8.14,0.34,10.8,7,16.0,1.81,0,0,1,0,0
0.29,6.0,29.0,144.0,0.99474,8.68,0.46,10.7,8,12.2,1.29,0,0,1,1,0
0.37,14.3,48.0,191.0,0.9978,7.89,0.38,9.0,8,14.6,1.45,0,0,1,0,0
0.25,12.9,34.0,189.0,0.9979,8.25,0.43,9.0,6,12.2,1.34,0,0,1,0,0
0.2,14.9,37.0,162.0,0.9983,8.13,0.45,9.0,6,12.8,1.39,1,0,0,0,0
0.29,5.6,35.0,178.0,0.99313,8.25,0.51,10.53333333,7,12.4,1.77,0,0,1,0,0
0.0,1.7,3.0,12.0,0.9964,8.53,0.49,10.9,5,16.4,1.89,0,0,0,0,1
0.34,2.7,64.5,218.5,0.9934,8.3,0.58,9.7,8,13.6,1.0,0,0,1,0,0
0.36,8.8,50.0,151.0,0.9927,8.07,0.25,12.7,10,16.0,1.44,0,1,1,0,0
0.37,1.5,18.0,75.0,0.9936,8.54,0.88,10.7,7,15.0,1.37,0,0,1,1,0
0.17,3.0,5.0,13.0,0.9976,8.29,0.55,10.4,5,18.0,1.22,0,1,1,1,1
0.18,15.0,21.0,116.0,0.99736,8.14,0.5,9.2,7,12.8,1.35,0,0,1,0,0
0.39,1.9,41.0,98.0,0.99,8.19,0.43,11.9,9,13.0,1.91,0,0,1,0,0
0.26,6.8,22.0,93.0,0.9928,8.15,0.42,11.0,8,12.0,1.66,0,0,1,0,0
0.28,15.2,6.0,41.0,0.99665,8.17,0.39,10.9,8,14.4,1.15,0,0,1,0,0
0.31,7.4,32.0,211.0,0.99587,8.31,0.59,10.4,8,14.2,1.74,0,0,1,0,0
0.49,2.9,28.0,122.0,0.98926,8.13,0.4,13.0,8,13.4,1.06,0,1,1,0,0
0.49,7.7,48.0,195.0,0.9954,8.04,0.55,11.0,8,15.8,1.39,0,0,1,0,0
0.32,6.3,47.0,159.0,0.99282,8.21,0.6,11.0,8,12.4,1.68,0,0,1,0,0
0.32,11.3,69.0,192.0,0.9957299999999999,8.14,0.5,10.2,8,12.8,1.4,0,0,1,0,0
0.38,8.7,49.0,199.0,0.99711,7.98,0.57,9.4,7,15.0,1.31,1,0,0,0,0
0.74,1.8,33.0,156.0,0.991,8.29,0.52,12.8,8,15.6,1.32,1,0,0,0,0
0.3,6.5,27.0,87.0,0.9936,8.4,0.42,11.4,9,14.0,1.53,1,0,0,0,0
0.29,14.4,54.0,177.0,0.9991,8.17,0.58,8.9,8,13.2,1.68,1,0,0,0,0
0.35,16.5,60.0,171.0,0.9990000000000001,8.16,0.59,9.1,8,14.2,1.69,0,0,1,0,0
0.35,7.7,36.0,135.0,0.9938,8.19,0.37,10.5,7,13.2,1.21,0,0,1,0,0
0.45,2.5,20.0,88.0,0.99918,8.15,0.43,9.4,5,20.0,1.2,1,0,0,0,1
0.11,1.5,11.0,39.0,0.9968,8.42,0.58,9.6,5,15.0,1.56,1,1,0,0,1
0.49,7.4,46.0,108.0,0.9934,8.03,0.33,11.9,9,16.8,1.47,0,0,1,0,0
0.3,6.8,26.0,105.0,0.9954,8.44,0.4,9.6,8,14.4,1.49,0,0,1,1,0
0.33,4.1,26.0,155.0,0.9925,8.25,0.79,12.3,10,13.8,1.35,1,0,0,0,0
0.62,10.6,56.0,153.0,0.9978,8.13,0.44,8.9,8,15.4,1.95,1,0,0,0,0
0.05,2.6,36.0,146.0,0.9948,8.43,0.5,9.2,8,11.8,1.92,1,1,0,0,0
0.38,1.5,10.0,29.0,0.9962,8.26,0.74,9.8,5,16.4,1.53,1,0,0,0,1
0.34,8.9,32.0,111.0,0.99455,8.25,0.54,11.0,9,13.4,1.4,0,0,1,0,0
0.33,1.9,39.0,138.0,0.991,8.17,0.44,11.7,9,14.8,1.84,0,0,1,0,0
0.38,1.2,31.0,132.0,0.98895,8.28,0.36,12.4,8,10.8,1.46,0,0,1,0,0
0.23,7.1,20.0,97.0,0.99246,8.1,0.85,11.4,8,13.8,1.86,0,0,1,0,0
0.3,1.2,25.0,93.0,0.9874200000000001,8.31,0.4,13.6,9,10.8,1.38,1,0,0,0,0
0.24,5.6,23.0,120.0,0.99334,7.92,0.66,10.3,9,14.4,1.6,1,0,0,0,0
0.24,3.3,25.0,143.0,0.9914,8.31,0.44,11.3,8,12.0,1.97,1,0,0,0,0
0.35,5.4,36.0,108.0,0.9939,8.32,0.42,10.2,8,13.8,1.78,0,0,1,1,0
0.02,1.8,5.0,11.0,0.9962,8.48,0.52,9.5,5,13.6,1.42,0,1,1,1,1
0.3,5.4,26.0,105.0,0.99469,8.32,0.45,9.3,7,11.4,1.27,0,0,1,1,0
0.29,1.8,26.0,74.0,0.9888899999999999,7.96,0.35,13.0,10,14.6,1.72,0,1,1,0,0
0.74,12.8,24.0,126.0,0.9942,8.26,0.38,12.2,10,14.0,1.15,0,0,1,1,0
0.29,10.3,41.0,98.0,0.99564,8.19,0.38,9.8,10,14.0,1.07,0,0,1,1,0
0.35,7.7,45.0,191.0,0.9952700000000001,8.16,0.5,9.5,7,12.8,1.01,0,0,1,0,0
0.37,1.4,8.0,23.0,0.9974,8.26,0.7,9.6,6,16.6,1.5,0,0,1,0,1
0.31,1.7,24.0,79.0,0.9905299999999999,8.27,0.69,11.4,9,13.0,1.57,0,0,1,0,0
0.22,1.3,25.0,155.0,0.9929600000000001,8.74,0.43,10.0,7,11.2,1.55,0,0,1,0,0
0.37,3.4,19.0,87.0,0.9902,8.14,0.53,12.7,8,13.6,1.7,1,0,0,0,0
0.49,8.2,49.0,188.0,0.9974,8.52,0.58,9.7,8,14.8,1.08,1,0,0,0,0
0.74,5.0,35.0,157.0,0.9945,8.21,0.46,9.9,7,13.4,1.48,1,0,0,0,0
0.49,8.1,48.0,197.0,0.9955799999999999,8.19,0.48,9.5,7,13.4,1.51,0,0,1,0,0
0.41,1.0,14.0,59.0,0.9922,7.96,0.25,10.5,8,18.4,1.88,0,0,1,0,0
0.37,7.9,38.0,107.0,0.99306,7.93,0.37,11.9,8,16.6,1.52,0,0,1,1,0
0.33,10.4,47.0,194.0,0.99692,8.07,0.58,9.6,8,15.6,1.89,1,0,0,0,0
0.24,1.9,10.0,53.0,0.98815,8.32,0.5,13.5,9,11.2,1.13,0,1,1,0,0
0.4,1.6,5.0,133.0,0.993,8.23,0.7,11.4,8,13.6,1.39,0,0,1,0,0
0.42,12.0,24.0,131.0,0.9972700000000001,8.19,0.34,9.3,7,13.8,1.27,0,1,1,1,0
0.26,2.0,31.0,131.0,0.9962200000000001,8.21,0.52,9.9,5,15.6,1.92,0,1,1,1,1
0.07,3.0,34.0,149.0,0.9944,8.34,0.57,9.7,7,10.6,1.8,1,1,0,0,0
0.37,1.2,5.0,57.0,0.99256,8.05,0.54,10.4,5,15.2,1.11,0,1,1,0,0
0.29,5.2,19.0,92.0,0.9913799999999999,7.95,0.39,12.5,8,16.4,1.89,1,0,0,0,0
0.39,1.4,19.0,102.0,0.99121,8.23,0.6,11.3,9,13.6,1.45,0,0,1,1,0
0.4,2.4,4.0,10.0,0.99356,8.33,0.7,12.8,7,16.4,1.28,0,0,1,0,1
0.34,2.0,12.0,25.0,0.99516,8.26,0.84,11.7,7,18.2,1.98,1,0,0,0,1
